URN,ImageReference
urn:cts:greekLit:tlg0012.tlg001.msA:10.83,"urn:cite:hmt:vaimg.VA127VN-0630@0.4865,0.3546,0.3974,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.84,"urn:cite:hmt:vaimg.VA127VN-0630@0.4865,0.3742,0.3403,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.85,"urn:cite:hmt:vaimg.VA127VN-0630@0.4855,0.3922,0.4134,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.86,"urn:cite:hmt:vaimg.VA127VN-0630@0.4785,0.4117,0.4304,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:10.87,"urn:cite:hmt:vaimg.VA127VN-0630@0.4785,0.4335,0.3694,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:10.88,"urn:cite:hmt:vaimg.VA127VN-0630@0.4865,0.4493,0.4064,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.89,"urn:cite:hmt:vaimg.VA127VN-0630@0.4855,0.4696,0.4084,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.90,"urn:cite:hmt:vaimg.VA127VN-0630@0.4835,0.4876,0.4094,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:10.91,"urn:cite:hmt:vaimg.VA127VN-0630@0.4835,0.5041,0.4144,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.92,"urn:cite:hmt:vaimg.VA127VN-0630@0.4845,0.5237,0.4144,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.93,"urn:cite:hmt:vaimg.VA127VN-0630@0.4845,0.5402,0.4144,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.94,"urn:cite:hmt:vaimg.VA127VN-0630@0.4845,0.5582,0.4144,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.95,"urn:cite:hmt:vaimg.VA127VN-0630@0.4865,0.5785,0.4304,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.96,"urn:cite:hmt:vaimg.VA127VN-0630@0.4855,0.598,0.4154,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.97,"urn:cite:hmt:vaimg.VA127VN-0630@0.4865,0.6138,0.4314,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:10.98,"urn:cite:hmt:vaimg.VA127VN-0630@0.4835,0.6364,0.4024,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:10.99,"urn:cite:hmt:vaimg.VA127VN-0630@0.4935,0.6536,0.4214,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.100,"urn:cite:hmt:vaimg.VA127VN-0630@0.4885,0.6709,0.4274,0.0331"
urn:cts:greekLit:tlg0012.tlg001.msA:10.151,"urn:cite:hmt:vaimg.VA129RN-0301@0.1692,0.2029,0.4394,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:10.152,"urn:cite:hmt:vaimg.VA129RN-0301@0.1662,0.2239,0.4354,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:10.153,"urn:cite:hmt:vaimg.VA129RN-0301@0.1622,0.2434,0.4374,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.154,"urn:cite:hmt:vaimg.VA129RN-0301@0.1662,0.263,0.4404,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.155,"urn:cite:hmt:vaimg.VA129RN-0301@0.1642,0.2825,0.3774,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.156,"urn:cite:hmt:vaimg.VA129RN-0301@0.1632,0.3005,0.4294,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.157,"urn:cite:hmt:vaimg.VA129RN-0301@0.1592,0.3223,0.4244,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.158,"urn:cite:hmt:vaimg.VA129RN-0301@0.1582,0.3434,0.4234,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.159,"urn:cite:hmt:vaimg.VA129RN-0301@0.1672,0.3591,0.4234,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.160,"urn:cite:hmt:vaimg.VA129RN-0301@0.1652,0.3779,0.3944,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:10.161,"urn:cite:hmt:vaimg.VA129RN-0301@0.1632,0.3989,0.4094,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:10.162,"urn:cite:hmt:vaimg.VA129RN-0301@0.1612,0.4185,0.4384,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:10.163,"urn:cite:hmt:vaimg.VA129RN-0301@0.1612,0.4395,0.4334,0.0195"
urn:cts:greekLit:tlg0012.tlg001.msA:10.164,"urn:cite:hmt:vaimg.VA129RN-0301@0.1592,0.453,0.4484,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:10.165,"urn:cite:hmt:vaimg.VA129RN-0301@0.1532,0.4733,0.4244,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:10.166,"urn:cite:hmt:vaimg.VA129RN-0301@0.1542,0.4944,0.4214,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:10.167,"urn:cite:hmt:vaimg.VA129RN-0301@0.1592,0.5116,0.4344,0.0301"
urn:cts:greekLit:tlg0012.tlg001.msA:10.168,"urn:cite:hmt:vaimg.VA129RN-0301@0.1542,0.5327,0.4374,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.169,"urn:cite:hmt:vaimg.VA129RN-0301@0.1562,0.5522,0.4505,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.170,"urn:cite:hmt:vaimg.VA129RN-0301@0.1522,0.5695,0.4314,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.171,"urn:cite:hmt:vaimg.VA129RN-0301@0.1572,0.5875,0.4224,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.172,"urn:cite:hmt:vaimg.VA129RN-0301@0.1532,0.6093,0.4234,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.173,"urn:cite:hmt:vaimg.VA129RN-0301@0.1512,0.6281,0.4234,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.174,"urn:cite:hmt:vaimg.VA129RN-0301@0.1502,0.6469,0.4234,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:10.175,"urn:cite:hmt:vaimg.VA129RN-0301@0.1471,0.6649,0.4274,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
urn:cts:greekLit:tlg0012.tlg001.msA:10.
